algo,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_pauses
astar_bidir_chpot,81505729,189837356,44932825,61472524,66703289,13125,9362353,114663.511301,96713426,5880,14,5
astar_bidir_chpot,81505729,189837356,3050,2514,3209,2,2035,6.40018,30432418,1941,2,1
astar_bidir_chpot,81505729,189837356,1050,577,1060,0,577,4.196016999999999,8268441,574,0,0
astar_bidir_chpot,81505729,189837356,22834,18799,23746,28,18758,33.261979999999994,30503926,2424,1,1
astar_bidir_chpot,81505729,189837356,30714353,39685784,43265593,5608,8651471,73659.179793,70224412,3258,14,4
astar_bidir_chpot,81505729,189837356,839192,843553,971532,482,612010,4953.244017,73506058,4814,8,4
astar_bidir_chpot,81505729,189837356,353334,334933,383774,271,313615,3631.485116,73849273,4005,7,4
astar_bidir_chpot,81505729,189837356,3205153,3300344,3701436,44,2119792,579460.9016110001,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,4349,3786,4432,16,2929,8.85313,23790373,1755,1,1
astar_bidir_chpot,81505729,189837356,1132479,1284173,1441231,10,894402,587844.814816,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,14233,11100,14841,2,11023,20.878391,31990542,1732,2,1
astar_bidir_chpot,81505729,189837356,8182879,11789999,13123137,2256,1975780,22255.029229,59594285,2709,7,3
astar_bidir_chpot,81505729,189837356,94151,84249,104805,96,59734,147.064396,38644010,2341,7,2
astar_bidir_chpot,81505729,189837356,626477,626477,689862,0,626477,542492.573398,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,361499,361499,408162,0,361499,619707.954053,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,160192,147140,171592,74,141605,1095.001409,41561455,1994,5,2
astar_bidir_chpot,81505729,189837356,244638,244638,269098,0,244638,602114.5308129999,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,10095,7885,10352,33,7418,16.607108,29688398,2547,2,1
astar_bidir_chpot,81505729,189837356,19535730,20404783,21377725,523,6074238,26354.0437,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,874624,874624,978898,0,874624,5763.938552,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,9373602,10429686,11472544,1237,4770061,34684.586002000004,110006965,4921,17,6
astar_bidir_chpot,81505729,189837356,6518933,7399841,8207385,3241,3961642,12506.348512,52779255,3092,18,3
