algo,time_ms,path_distance
core_ch,27.475775000000002,306609315
core_ch_chpot,17.686484,306609315
core_ch,12.079863999999999,28369761
core_ch_chpot,4.220982,28369761
core_ch,18.732036,36832177
core_ch_chpot,10.417439,36832177
core_ch,9.480938,25955961
core_ch_chpot,3.4935259999999997,25955961
core_ch,25.367713,171459542
core_ch_chpot,7.755229,173182209
core_ch,28.828825,79340600
core_ch_chpot,11.468779,79340600
core_ch,2.62141,NaN
core_ch_chpot,4.305714,NaN
core_ch,19.742217,NaN
core_ch_chpot,29.614375,NaN
core_ch,40.45734,354337354
core_ch_chpot,38.464586000000004,354337354
core_ch,11.343702,100934272
core_ch_chpot,4.260769,100934272
core_ch,19.310503999999998,100272079
core_ch_chpot,4.872044,100272079
core_ch,1.851755,4252016
core_ch_chpot,3.00023,4252016
core_ch,14.505880000000001,NaN
core_ch_chpot,23.687936999999998,NaN
core_ch,33.537517,366326119
core_ch_chpot,26.331004,366326119
core_ch,31.799233000000005,84100415
core_ch_chpot,6.611806,84100415
core_ch,10.971595,28648548
core_ch_chpot,4.847489,28293780
core_ch,24.209984,95579938
core_ch_chpot,15.352965999999999,95579938
core_ch,23.998881,285909411
core_ch_chpot,23.132401,285909411
core_ch,2.0590360000000003,NaN
core_ch_chpot,2.034636,NaN
core_ch,22.343505999999998,216109852
core_ch_chpot,8.1984,216109852
core_ch,22.077577,80457830
core_ch_chpot,5.165206,80457830
core_ch,36.666162,164532854
core_ch_chpot,13.818552,164532854
core_ch,23.691838,NaN
core_ch_chpot,33.228693,NaN
core_ch,19.45193,NaN
core_ch_chpot,29.525272,NaN
core_ch,3.171377,NaN
core_ch_chpot,4.697413,NaN
core_ch,7.366163,7654525
core_ch_chpot,3.7787430000000004,7654525
core_ch,26.273249,100689525
core_ch_chpot,4.111307,100689525
core_ch,23.335597999999997,NaN
core_ch_chpot,1.860108,NaN
core_ch,39.600062,254474613
core_ch_chpot,26.149516000000002,251782525
core_ch,40.61887,108221885
core_ch_chpot,17.506345,108221885
core_ch,26.925352999999998,NaN
core_ch_chpot,38.719965,NaN
core_ch,34.352478999999995,155360929
core_ch_chpot,19.763352,155360929
core_ch,1.458032,15977492
core_ch_chpot,1.822489,15977492
core_ch,6.040249,25328452
core_ch_chpot,3.33407,25328452
core_ch,23.418099,NaN
core_ch_chpot,33.823757,NaN
core_ch,11.941192999999998,NaN
core_ch_chpot,19.634735,NaN
core_ch,20.864041,NaN
core_ch_chpot,31.585267,NaN
core_ch,28.31966,227289554
core_ch_chpot,11.704607000000001,227289554
core_ch,8.768338,NaN
core_ch_chpot,15.526166,NaN
core_ch,12.158747,NaN
core_ch_chpot,19.896552,NaN
core_ch,26.396915,100785946
core_ch_chpot,16.658302,100785946
core_ch,24.210917,NaN
core_ch_chpot,35.840879,NaN
core_ch,21.414638999999998,NaN
core_ch_chpot,32.04215,NaN
core_ch,2.080648,21986675
core_ch_chpot,2.627628,21986675
core_ch,20.913498999999998,NaN
core_ch_chpot,30.905506,NaN
core_ch,21.046836,NaN
core_ch_chpot,1.630322,NaN
core_ch,28.232527,95919480
core_ch_chpot,5.942757,95919480
core_ch,2.4558150000000003,NaN
core_ch_chpot,3.581617,NaN
core_ch,10.952057,12409810
core_ch_chpot,4.426715000000001,12409810
core_ch,8.621646,NaN
core_ch_chpot,16.011689,NaN
core_ch,23.144616,284657055
core_ch_chpot,22.089721,284657055
core_ch,29.847983000000003,101976576
core_ch_chpot,8.960661,101976576
core_ch,39.330867999999995,81739687
core_ch_chpot,8.647845,81739687
core_ch,30.104858,NaN
core_ch_chpot,1.929689,NaN
core_ch,27.043103,143519524
core_ch_chpot,7.497364,114300430
core_ch,1.756319,NaN
core_ch_chpot,2.796019,NaN
core_ch,10.938725999999999,NaN
core_ch_chpot,17.973504000000002,NaN
core_ch,45.688586,176258175
core_ch_chpot,5.8633239999999995,176258175
core_ch,14.369961,NaN
core_ch_chpot,22.617570999999998,NaN
core_ch,14.475549,NaN
core_ch_chpot,23.461869999999998,NaN
core_ch,8.968212999999999,NaN
core_ch_chpot,15.289804,NaN
core_ch,46.005834,152894659
core_ch_chpot,9.997571,152894659
core_ch,36.545018999999996,171300341
core_ch_chpot,8.491174,171300341
core_ch,20.157404,NaN
core_ch_chpot,29.943586,NaN
core_ch,18.549546,75891342
core_ch_chpot,5.679861,75891342
core_ch,26.002108,NaN
core_ch_chpot,38.394737,NaN
core_ch,29.25312,86701622
core_ch_chpot,6.589233,86701622
core_ch,7.19445,32027538
core_ch_chpot,2.615653,32027538
core_ch,35.749748999999994,161420787
core_ch_chpot,6.464521,161420787
core_ch,22.578734,292228440
core_ch_chpot,20.022807,292228440
core_ch,23.822538,112456620
core_ch_chpot,7.104855000000001,110355620
core_ch,37.012629999999994,83351349
core_ch_chpot,9.502877999999999,83351349
core_ch,2.060131,NaN
core_ch_chpot,3.701649,NaN
core_ch,14.146981,15809105
core_ch_chpot,5.189471999999999,15809105
core_ch,24.858659000000003,NaN
core_ch_chpot,36.861019,NaN
core_ch,21.230991,31987079
core_ch_chpot,6.547057000000001,31987079
core_ch,31.953029,177882850
core_ch_chpot,24.152446,177882850
core_ch,20.401295,84109860
core_ch_chpot,4.170582,84109860
core_ch,24.266659999999998,NaN
core_ch_chpot,35.143857,NaN
core_ch,33.758986,90075461
core_ch_chpot,9.078591000000001,90075461
core_ch,36.202942,77896808
core_ch_chpot,6.716506,77896808
core_ch,14.206498999999999,NaN
core_ch_chpot,22.633646,NaN
core_ch,21.946108,NaN
core_ch_chpot,31.824244,NaN
core_ch,28.58971,303852699
core_ch_chpot,16.308657,303852699
core_ch,26.611190999999998,NaN
core_ch_chpot,37.724964,NaN
