parking_set_type,parking_set_size,time_ms,path_distance
ev,56011,3.392363,24073611
ev,56011,3.9295859999999996,NaN
ev,56011,3.4027860000000003,91948720
ev,56011,3.471778,NaN
ev,56011,2.130278,11235159
ev,56011,4.605437,138977233
ev,56011,1.885735,35363518
ev,56011,3.771511,52423197
ev,56011,3.227677,66875568
ev,56011,6.691538,100815131
ev,56011,2.8361940000000003,48504392
ev,56011,1.674143,NaN
ev,56011,4.914619,152885764
ev,56011,1.859383,NaN
ev,56011,1.742302,NaN
ev,56011,2.79696,39079286
ev,56011,3.339926,29764816
ev,56011,2.656488,86712778
ev,56011,2.776468,37155075
ev,56011,1.780485,26370912
ev,56011,3.168636,40821753
ev,56011,2.3606909999999997,60600128
ev,56011,2.023739,29449067
ev,56011,4.941682999999999,NaN
ev,56011,4.211898000000001,140653535
ev,56011,2.394607,29314343
ev,56011,3.480063,32160034
ev,56011,2.368333,65154468
ev,56011,2.138372,55785024
ev,56011,2.497549,28065091
ev,56011,3.48177,46014797
ev,56011,1.8837409999999999,28431135
ev,56011,3.622952,41621997
ev,56011,3.928712,NaN
ev,56011,2.9375769999999997,23009028
ev,56011,4.285088,50843743
ev,56011,3.468282,NaN
ev,56011,3.47456,65354052
ev,56011,2.788285,NaN
ev,56011,5.0538359999999996,113099504
ev,56011,2.406699,4774002
ev,56011,2.9212779999999996,21754541
ev,56011,2.9414290000000003,24938603
ev,56011,4.338339,100638304
ev,56011,3.910678,100222110
ev,56011,2.8292870000000003,NaN
ev,56011,3.750425,NaN
ev,56011,3.9254729999999998,86668113
ev,56011,3.190899,NaN
ev,56011,3.059997,38853953
ev,56011,4.74805,71178583
ev,56011,2.797797,43556878
