algo,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_short_pauses,path_number_long_pauses
astar_chpot,12547874,29477659,1001,812,1021,7,812,1.0062859999999998,7116822,812,3,0,0
astar_chpot,12547874,29477659,1594,1306,1605,2,1306,1.490693,13288106,1306,0,0,0
astar_chpot,12547874,29477659,12914,9774,13356,24,9559,8.263792,19476842,2091,6,1,0
astar_chpot,12547874,29477659,2051,1776,2174,9,1341,2.3951350000000002,19118148,1295,5,1,0
astar_chpot,12547874,29477659,1480,1245,1492,2,1245,1.3744619999999999,10620505,1245,0,0,0
astar_chpot,12547874,29477659,1446,1209,1452,0,1209,1.365039,11805590,1209,0,0,0
astar_chpot,12547874,29477659,1162,1012,1165,0,1012,1.193513,9211495,1012,0,0,0
astar_chpot,12547874,29477659,591,461,592,0,461,0.650594,4880348,461,0,0,0
astar_chpot,12547874,29477659,1077,793,1118,1,793,1.005291,8814672,793,0,0,0
astar_chpot,12547874,29477659,1230,1065,1232,0,1065,1.159109,11599104,1065,0,0,0
astar_chpot,12547874,29477659,8670,6827,8876,10,6634,5.687551,28579769,2089,2,1,0
astar_chpot,12547874,29477659,1337,1045,1420,2,1045,1.831686,11199219,1045,0,0,0
astar_chpot,12547874,29477659,568,457,569,0,457,0.814416,4732558,457,0,0,0
astar_chpot,12547874,29477659,2066,1703,2080,1,1703,1.721427,16059771,1703,0,0,0
astar_chpot,12547874,29477659,5757,4783,5886,7,4315,4.006153,21734693,1908,2,1,0
astar_chpot,12547874,29477659,2743,2237,2820,11,2006,2.197195,19498992,1606,4,1,0
astar_chpot,12547874,29477659,2956,2626,3022,5,1879,2.065505,20415179,1463,2,1,0
astar_chpot,12547874,29477659,1417,1046,1424,0,1046,1.4185510000000001,10970433,1046,0,0,0
astar_chpot,12547874,29477659,1090,923,1097,2,923,1.24791,10002273,923,0,0,0
astar_chpot,12547874,29477659,982,786,989,1,786,0.957225,8036561,786,0,0,0
astar_chpot,12547874,29477659,3774,3200,3886,4,2293,2.456234,20802689,1685,1,1,0
astar_chpot,12547874,29477659,1594,1214,1605,1,1214,1.641209,11773472,1214,0,0,0
astar_chpot,12547874,29477659,1425,1092,1432,0,1092,1.371723,11573504,1092,0,0,0
astar_chpot,12547874,29477659,36189,29603,38336,3,28732,23.057215,24519152,2034,2,1,0
astar_chpot,12547874,29477659,1864,1506,1892,2,1506,4.282287,14042130,1506,0,0,0
astar_chpot,12547874,29477659,558,424,563,0,424,0.783608,4065669,424,0,0,0
astar_chpot,12547874,29477659,1512,1182,1516,0,1182,1.330644,12442103,1182,0,0,0
astar_chpot,12547874,29477659,1,1,0,0,1,0.08897,NaN,NaN,NaN,NaN,NaN
astar_chpot,12547874,29477659,6144,4972,6374,1,3786,3.547538,19530200,1719,1,1,0
astar_chpot,12547874,29477659,915,684,918,0,684,1.2184050000000002,5924048,684,0,0,0
astar_chpot,12547874,29477659,6257,5060,6409,5,4719,4.008643999999999,19914854,1420,2,1,0
astar_chpot,12547874,29477659,8670,6761,8952,1,6015,5.713216,20748741,1830,1,1,0
astar_chpot,12547874,29477659,5341,4533,5424,14,3759,3.9805250000000005,21369318,1879,6,1,0
astar_chpot,12547874,29477659,4574,3873,4692,2,2752,3.109351,21063268,1564,1,1,0
astar_chpot,12547874,29477659,1691,1286,1703,0,1286,1.657791,11411536,1286,0,0,0
astar_chpot,12547874,29477659,1580,1238,1603,7,1238,1.604123,10926334,1238,0,0,0
astar_chpot,12547874,29477659,3249,2795,3318,4,2252,2.3547860000000003,25655372,1840,2,1,0
astar_chpot,12547874,29477659,1205,954,1215,3,954,1.166723,9059576,954,0,0,0
astar_chpot,12547874,29477659,5517,4781,5638,19,3337,3.43441,19737802,1819,2,1,0
astar_chpot,12547874,29477659,8080,6265,8323,10,6054,5.6548609999999995,19454112,1608,5,1,0
astar_chpot,12547874,29477659,1902,1430,1920,0,1430,2.032452,13879847,1430,0,0,0
astar_chpot,12547874,29477659,4729,3980,4823,7,3324,3.272194,20754532,1591,2,1,0
astar_chpot,12547874,29477659,4679,3966,4739,3,3354,3.3961249999999996,24496497,1938,2,1,0
astar_chpot,12547874,29477659,1767,1505,1772,0,1505,1.893006,15891260,1505,0,0,0
astar_chpot,12547874,29477659,1208,1049,1228,7,1049,1.153524,9634947,1042,0,0,0
astar_chpot,12547874,29477659,5786,4829,5862,11,4385,3.9697789999999995,25803271,1970,2,1,0
astar_chpot,12547874,29477659,1753,1404,1780,3,1404,1.6532120000000001,12089659,1404,0,0,0
astar_chpot,12547874,29477659,1630,1348,1651,4,1348,1.52762,13784111,1342,0,0,0
astar_chpot,12547874,29477659,1381,1115,1388,0,1115,1.345607,10896129,1115,0,0,0
astar_chpot,12547874,29477659,1618,1218,1639,2,1218,1.52904,11132560,1218,0,0,0
astar_chpot,12547874,29477659,958,745,979,3,745,1.136307,7448367,745,0,0,0
astar_chpot,12547874,29477659,726,421,738,0,421,0.810763,2667824,421,0,0,0
astar_chpot,12547874,29477659,5169,4129,5291,3,3500,3.514297,19348212,1514,2,1,0
astar_chpot,12547874,29477659,1201,913,1208,1,913,1.223436,9023405,913,0,0,0
astar_chpot,12547874,29477659,5028,4210,5123,2,3300,3.297785,23238125,1837,1,1,0
astar_chpot,12547874,29477659,789,475,796,0,475,1.024483,3441869,475,0,0,0
astar_chpot,12547874,29477659,4425,3795,4526,26,2929,2.953029,22514436,1884,4,1,0
astar_chpot,12547874,29477659,7136,5714,7317,8,5511,4.966362999999999,30013285,2171,2,1,0
astar_chpot,12547874,29477659,5086,4114,5199,3,3448,3.8746940000000003,19816525,1550,2,1,0
astar_chpot,12547874,29477659,1870,1458,1954,1,1458,1.735889,15149562,1458,0,0,0
astar_chpot,12547874,29477659,1,1,0,0,1,0.118107,NaN,NaN,NaN,NaN,NaN
astar_chpot,12547874,29477659,1331,1132,1332,0,1132,1.336827,10039086,1132,0,0,0
astar_chpot,12547874,29477659,743,610,752,0,610,0.793184,6406271,610,0,0,0
astar_chpot,12547874,29477659,987,814,994,1,814,1.106345,7866439,814,0,0,0
astar_chpot,12547874,29477659,5015,4190,5135,21,3913,3.5179120000000004,26417966,2245,2,1,0
astar_chpot,12547874,29477659,1,1,0,0,1,0.39237,NaN,NaN,NaN,NaN,NaN
astar_chpot,12547874,29477659,1200,859,1208,0,859,1.285301,7124247,859,0,0,0
astar_chpot,12547874,29477659,7056,5761,7211,7,5615,4.835991000000001,20156144,1945,3,1,0
astar_chpot,12547874,29477659,3770,3200,3835,7,3128,3.166723,22891882,1739,2,1,0
astar_chpot,12547874,29477659,864,706,880,7,706,1.05156,7019112,700,3,0,0
